[0.000000] (-) TimerEvent: {}
[0.000233] (-) JobUnselected: {'identifier': 'ariaNode'}
[0.000298] (-) JobUnselected: {'identifier': 'digit_recognition'}
[0.000442] (-) JobUnselected: {'identifier': 'lakibeam1'}
[0.000558] (-) JobUnselected: {'identifier': 'master'}
[0.000652] (-) JobUnselected: {'identifier': 'my_package2'}
[0.000686] (-) JobUnselected: {'identifier': 'nav2_costmap_filters_demo'}
[0.000740] (-) JobUnselected: {'identifier': 'nav2_gps_waypoint_follower_demo'}
[0.000758] (-) JobUnselected: {'identifier': 'nav2_gradient_costmap_plugin'}
[0.000775] (-) JobUnselected: {'identifier': 'nav2_pure_pursuit_controller'}
[0.000801] (-) JobUnselected: {'identifier': 'nav2_sms_behavior'}
[0.000824] (-) JobUnselected: {'identifier': 'nav2_straightline_planner'}
[0.000984] (-) JobUnselected: {'identifier': 'sam_bot_description'}
[0.001014] (p3at_description) JobQueued: {'identifier': 'p3at_description', 'dependencies': OrderedDict()}
[0.072308] (p3at_description) StdoutLine: {'line': b'-- Up-to-date: /workspace/ros_ws/install/p3at_description/share/p3at_description/meshes/p3at_meshes/.svn/all-wcprops\n'}
[0.072358] (p3at_description) StdoutLine: {'line': b'-- Up-to-date: /workspace/ros_ws/install/p3at_description/share/p3at_description/meshes/p3at_meshes/.svn/prop-base\n'}
[0.072408] (p3at_description) StdoutLine: {'line': b'-- Up-to-date: /workspace/ros_ws/install/p3at_description/share/p3at_description/meshes/p3at_meshes/.svn/prop-base/wheel.stl.svn-base\n'}
[0.072468] (p3at_description) StdoutLine: {'line': b'-- Up-to-date: /workspace/ros_ws/install/p3at_description/share/p3at_description/meshes/p3at_meshes/.svn/prop-base/right_hubcap.stl.svn-base\n'}
[0.072519] (p3at_description) StdoutLine: {'line': b'-- Up-to-date: /workspace/ros_ws/install/p3at_description/share/p3at_description/meshes/p3at_meshes/.svn/prop-base/chassis.stl.svn-base\n'}
[0.072632] (p3at_description) StdoutLine: {'line': b'-- Up-to-date: /workspace/ros_ws/install/p3at_description/share/p3at_description/meshes/p3at_meshes/.svn/prop-base/top.stl.svn-base\n'}
[0.072684] (p3at_description) StdoutLine: {'line': b'-- Up-to-date: /workspace/ros_ws/install/p3at_description/share/p3at_description/meshes/p3at_meshes/.svn/prop-base/axle.stl.svn-base\n'}
[0.072734] (p3at_description) StdoutLine: {'line': b'-- Up-to-date: /workspace/ros_ws/install/p3at_description/share/p3at_description/meshes/p3at_meshes/.svn/prop-base/back_sonar.stl.svn-base\n'}
[0.072785] (p3at_description) StdoutLine: {'line': b'-- Up-to-date: /workspace/ros_ws/install/p3at_description/share/p3at_description/meshes/p3at_meshes/.svn/prop-base/front_sonar.stl.svn-base\n'}
[0.072835] (p3at_description) StdoutLine: {'line': b'-- Up-to-date: /workspace/ros_ws/install/p3at_description/share/p3at_description/meshes/p3at_meshes/.svn/prop-base/left_hubcap.stl.svn-base\n'}
[0.073068] (p3at_description) StdoutLine: {'line': b'-- Up-to-date: /workspace/ros_ws/install/p3at_description/share/p3at_description/meshes/p3at_meshes/wheel.dae\n'}
[0.073525] (p3at_description) StdoutLine: {'line': b'-- Up-to-date: /workspace/ros_ws/install/p3at_description/share/p3at_description/meshes/p3at_meshes/back_sonar.dae\n'}
[0.073579] (p3at_description) StdoutLine: {'line': b'-- Up-to-date: /workspace/ros_ws/install/p3at_description/share/p3at_description/meshes/p3at_meshes/chassis.stl\n'}
[0.073630] (p3at_description) StdoutLine: {'line': b'-- Up-to-date: /workspace/ros_ws/install/p3at_description/share/p3at_description/meshes/p3at_meshes/axle.stl\n'}
[0.073681] (p3at_description) StdoutLine: {'line': b'-- Up-to-date: /workspace/ros_ws/install/p3at_description/share/p3at_description/meshes/p3at_meshes/right_hubcap.stl\n'}
[0.073731] (p3at_description) StdoutLine: {'line': b'-- Up-to-date: /workspace/ros_ws/install/p3at_description/share/p3at_description/meshes/p3at_meshes/back_sonar.stl\n'}
[0.073781] (p3at_description) StdoutLine: {'line': b'-- Up-to-date: /workspace/ros_ws/install/p3at_description/share/p3at_description/meshes/p3at_meshes/left_hubcap.dae\n'}
[0.073861] (p3at_description) StdoutLine: {'line': b'-- Up-to-date: /workspace/ros_ws/install/p3at_description/share/p3at_description/meshes/p3at_meshes/front_sonar.dae\n'}
[0.073992] (p3at_description) StdoutLine: {'line': b'-- Up-to-date: /workspace/ros_ws/install/p3at_description/share/p3at_description/meshes/p3at_meshes/Coordinates\n'}
[0.074124] (p3at_description) StdoutLine: {'line': b'-- Up-to-date: /workspace/ros_ws/install/p3at_description/share/p3at_description/meshes/p3at_meshes/wheel.stl\n'}
[0.074211] (p3at_description) StdoutLine: {'line': b'-- Up-to-date: /workspace/ros_ws/install/p3at_description/share/p3at_description/meshes/p3at_meshes/chassis.dae\n'}
[0.074370] (p3at_description) StdoutLine: {'line': b'-- Up-to-date: /workspace/ros_ws/install/p3at_description/share/p3at_description/meshes/p3at_meshes/left_hubcap.stl\n'}
[0.074478] (p3at_description) StdoutLine: {'line': b'-- Up-to-date: /workspace/ros_ws/install/p3at_description/share/p3at_description/meshes/front_sonar.dae\n'}
[0.074570] (p3at_description) StdoutLine: {'line': b'-- Up-to-date: /workspace/ros_ws/install/p3at_description/share/p3at_description/meshes/suporte_monitor_mesh.dae\n'}
[0.074667] (p3at_description) StdoutLine: {'line': b'-- Up-to-date: /workspace/ros_ws/install/p3at_description/share/p3at_description/meshes/tv_mesh.dae\n'}
[0.074739] (p3at_description) StdoutLine: {'line': b'-- Up-to-date: /workspace/ros_ws/install/p3at_description/share/p3at_description/meshes/Coordinates\n'}
[0.074802] (p3at_description) StdoutLine: {'line': b'-- Up-to-date: /workspace/ros_ws/install/p3at_description/share/p3at_description/meshes/chassis.dae\n'}
[0.074859] (p3at_description) StdoutLine: {'line': b'-- Up-to-date: /workspace/ros_ws/install/p3at_description/share/p3at_description/urdf\n'}
[0.074975] (p3at_description) StdoutLine: {'line': b'-- Up-to-date: /workspace/ros_ws/install/p3at_description/share/p3at_description/urdf/pioneer.urdf.xacro\n'}
[0.075224] (p3at_description) StdoutLine: {'line': b'-- Up-to-date: /workspace/ros_ws/install/p3at_description/share/p3at_description/urdf/pioneer1.urdf\n'}
[0.075322] (p3at_description) StdoutLine: {'line': b'-- Up-to-date: /workspace/ros_ws/install/p3at_description/share/p3at_description/world\n'}
[0.075415] (p3at_description) StdoutLine: {'line': b'-- Up-to-date: /workspace/ros_ws/install/p3at_description/share/p3at_description/world/empty.sdf\n'}
[0.075488] (p3at_description) StdoutLine: {'line': b'-- Up-to-date: /workspace/ros_ws/install/p3at_description/share/p3at_description/rviz\n'}
[0.075545] (p3at_description) StdoutLine: {'line': b'-- Up-to-date: /workspace/ros_ws/install/p3at_description/share/p3at_description/rviz/display.rviz\n'}
[0.075636] (p3at_description) StdoutLine: {'line': b'-- Up-to-date: /workspace/ros_ws/install/p3at_description/share/ament_index/resource_index/package_run_dependencies/p3at_description\n'}
[0.075795] (p3at_description) StdoutLine: {'line': b'-- Up-to-date: /workspace/ros_ws/install/p3at_description/share/ament_index/resource_index/parent_prefix_path/p3at_description\n'}
[0.075904] (p3at_description) StdoutLine: {'line': b'-- Up-to-date: /workspace/ros_ws/install/p3at_description/share/p3at_description/environment/ament_prefix_path.sh\n'}
[0.076009] (p3at_description) StdoutLine: {'line': b'-- Up-to-date: /workspace/ros_ws/install/p3at_description/share/p3at_description/environment/ament_prefix_path.dsv\n'}
[0.076195] (p3at_description) StdoutLine: {'line': b'-- Up-to-date: /workspace/ros_ws/install/p3at_description/share/p3at_description/environment/path.sh\n'}
[0.076313] (p3at_description) StdoutLine: {'line': b'-- Up-to-date: /workspace/ros_ws/install/p3at_description/share/p3at_description/environment/path.dsv\n'}
[0.076437] (p3at_description) StdoutLine: {'line': b'-- Up-to-date: /workspace/ros_ws/install/p3at_description/share/p3at_description/local_setup.bash\n'}
[0.076525] (p3at_description) StdoutLine: {'line': b'-- Up-to-date: /workspace/ros_ws/install/p3at_description/share/p3at_description/local_setup.sh\n'}
[0.076664] (p3at_description) StdoutLine: {'line': b'-- Up-to-date: /workspace/ros_ws/install/p3at_description/share/p3at_description/local_setup.zsh\n'}
[0.076768] (p3at_description) StdoutLine: {'line': b'-- Up-to-date: /workspace/ros_ws/install/p3at_description/share/p3at_description/local_setup.dsv\n'}
[0.076851] (p3at_description) StdoutLine: {'line': b'-- Up-to-date: /workspace/ros_ws/install/p3at_description/share/p3at_description/package.dsv\n'}
[0.076941] (p3at_description) StdoutLine: {'line': b'-- Up-to-date: /workspace/ros_ws/install/p3at_description/share/ament_index/resource_index/packages/p3at_description\n'}
[0.076998] (p3at_description) StdoutLine: {'line': b'-- Up-to-date: /workspace/ros_ws/install/p3at_description/share/p3at_description/cmake/p3at_descriptionConfig.cmake\n'}
[0.077058] (p3at_description) StdoutLine: {'line': b'-- Up-to-date: /workspace/ros_ws/install/p3at_description/share/p3at_description/cmake/p3at_descriptionConfig-version.cmake\n'}
[0.077146] (p3at_description) StdoutLine: {'line': b'-- Up-to-date: /workspace/ros_ws/install/p3at_description/share/p3at_description/package.xml\n'}
[0.077196] (p3at_description) CommandEnded: {'returncode': 0}
[0.094806] (p3at_description) JobEnded: {'identifier': 'p3at_description', 'rc': 0}
[0.095438] (-) EventReactorShutdown: {}
